0.000000 0.000000
0.031250 0.066712
0.062500 0.246713
0.093750 0.391076
0.125000 0.464907
0.156250 0.578850
0.187500 0.622284
0.218750 0.722904
0.250000 0.766393
0.281250 0.844036
0.312500 0.835473
0.343750 0.912254
0.375000 0.951268
0.406250 1.072710
0.437500 1.116515
0.468750 1.140929
0.500000 1.189727
0.531250 1.177515
0.562500 1.101422
0.593750 1.154306
0.625000 1.145224
0.656250 1.361453
0.687500 1.477238
0.718750 1.573423
0.750000 1.683488
0.781250 1.790130
0.812500 1.885612
0.843750 1.941838
0.875000 1.978198
0.906250 1.997988
0.937500 2.084464
0.968750 2.148779
1.000000 2.281921
1.031250 2.349645
1.062500 2.326946
1.093750 2.502050
1.125000 2.614018
1.156250 2.653925
1.187500 2.664929
1.218750 2.740709
1.250000 2.798218
1.281250 2.789996
1.312500 2.647674
1.343750 2.628182
1.375000 2.612393
1.406250 2.641247
1.437500 2.663105
1.468750 2.725987
1.500000 2.715289
1.531250 2.861028
1.562500 2.906157
1.593750 3.034932
1.625000 3.139938
1.656250 3.131331
1.687500 3.119963
1.718750 3.125436
1.750000 3.145580
1.781250 3.163444
1.812500 3.166033
1.843750 3.168005
1.875000 3.221286
1.906250 3.089891
1.937500 3.114517
1.968750 3.167800
2.000000 3.210539
2.031250 3.175729
2.062500 3.121116
2.093750 3.134418
2.125000 3.054279
2.156250 3.017795
2.187500 3.019104
2.218750 3.030432
2.250000 2.960034
2.281250 3.000968
2.312500 3.038584
2.343750 3.116461
2.375000 3.150816
2.406250 3.141930
2.437500 3.099631
2.468750 3.154250
2.500000 3.157950
2.531250 3.197421
2.562500 3.287063
2.593750 3.335552
2.625000 3.351393
2.656250 3.419130
2.687500 3.458482
2.718750 3.537457
2.750000 3.550774
2.781250 3.630747
2.812500 3.719490
2.843750 3.714784
2.875000 3.727627
2.906250 3.586750
2.937500 3.537573
2.968750 3.562152
3.000000 3.545683
3.031250 3.491796
3.062500 3.406001
3.093750 3.297708
3.125000 3.284096
3.156250 3.191612
3.187500 3.129603
3.218750 3.091225
3.250000 3.034554
3.281250 2.940235
3.312500 2.840967
3.343750 2.721029
3.375000 2.529669
3.406250 2.530464
3.437500 2.538773
3.468750 2.549545
3.500000 2.554391
3.531250 2.552853
3.562500 2.522693
3.593750 2.571401
3.625000 2.643019
3.656250 2.693826
3.687500 2.716154
3.718750 2.684256
3.750000 2.608628
3.781250 2.546538
3.812500 2.592588
3.843750 2.649007
3.875000 2.808845
3.906250 2.936571
3.937500 3.099765
3.968750 3.059806
4.000000 3.214275
4.031250 3.207935
4.062500 3.184369
4.093750 3.162560
4.125000 3.116403
4.156250 3.106300
4.187500 3.084877
4.218750 3.171405
4.250000 3.212126
4.281250 3.235931
4.312500 3.276103
4.343750 3.245193
4.375000 3.220423
4.406250 3.220213
4.437500 3.172585
4.468750 3.307197
4.500000 3.339494
4.531250 3.272713
4.562500 3.178776
4.593750 3.116353
4.625000 3.068297
4.656250 3.053367
4.687500 3.032452
4.718750 3.000878
4.750000 2.981645
4.781250 2.937355
4.812500 2.909276
4.843750 2.903602
4.875000 2.898798
4.906250 2.944772
4.937500 2.982915
4.968750 3.033694
5.000000 3.087063
5.031250 3.096492
5.062500 3.114224
5.093750 3.174691
5.125000 3.256056
5.156250 3.254615
5.187500 3.333406
5.218750 3.365287
5.250000 3.449939
5.281250 3.462479
5.312500 3.425168
5.343750 3.461412
5.375000 3.504858
5.406250 3.502068
5.437500 3.432402
5.468750 3.431077
5.500000 3.360972
5.531250 3.315822
5.562500 3.359013
5.593750 3.426527
5.625000 3.423510
5.656250 3.413084
5.687500 3.552952
5.718750 3.477581
5.750000 3.474621
5.781250 3.565097
5.812500 3.735445
5.843750 3.842268
5.875000 3.921418
5.906250 4.010435
5.937500 4.062084
5.968750 4.178387
6.000000 4.289879
6.031250 4.382826
6.062500 4.349875
6.093750 4.182033
6.125000 4.093300
6.156250 4.064884
6.187500 4.127478
6.218750 4.160850
6.250000 4.237380
6.281250 4.156707
6.312500 4.188315
6.343750 4.036978
6.375000 3.850063
6.406250 3.762122
6.437500 3.798350
6.468750 3.819092
6.500000 3.836336
6.531250 3.892142
6.562500 3.997748
6.593750 4.049245
6.625000 4.112025
6.656250 4.076586
6.687500 4.008326
6.718750 4.020456
6.750000 4.001675
6.781250 4.028767
6.812500 4.035986
6.843750 4.179031
6.875000 4.262019
6.906250 4.379550
6.937500 4.474029
6.968750 4.643833
7.000000 4.775317
7.031250 4.814574
7.062500 4.865642
7.093750 4.935718
7.125000 4.911919
7.156250 4.925529
7.187500 5.012803
7.218750 5.045297
7.250000 5.100602
7.281250 5.309783
7.312500 5.394124
7.343750 5.479328
7.375000 5.614769
7.406250 5.692125
7.437500 5.719471
7.468750 5.698395
7.500000 5.742308
7.531250 5.739966
7.562500 5.663114
7.593750 5.640425
7.625000 5.772313
7.656250 5.970748
7.687500 6.001278
7.718750 6.058184
7.750000 6.098657
7.781250 6.113004
7.812500 6.200539
7.843750 6.242621
7.875000 6.290411
7.906250 6.412712
7.937500 6.424366
7.968750 6.570834
8.000000 6.765652
